id,type,gender,skin_tone,count,accessories
0596,human,female,medium,3,medical mask/earring/blonde bob
0597,human,female,dark,2,messy hair/rosy cheeks
0598,human,female,albino,3,wild white hair/purple eye shadow/earring
0599,human,male,medium,2,mohawk thin/shadow beard
0600,human,female,light,2,crazy hair/purple lipstick
0601,human,female,dark,3,black lipstick/mohawk dark/clown eyes blue
0602,human,female,light,2,crazy hair/hot lipstick
0603,human,female,albino,3,black lipstick/wild blonde/cigarette
0604,human,female,medium,2,wild hair/purple lipstick
0605,human,male,medium,5,cigarette/earring/clown hair green/small shades/mole
0606,human,female,light,3,clown eyes green/purple lipstick/mohawk dark
0607,human,male,medium,3,stringy hair/earring/clown eyes green
0608,human,male,light,2,stringy hair/3d glasses
0609,human,male,light,2,luxurious beard/do-rag
0610,human,male,medium,3,cap forward/big shades/earring
0611,human,female,medium,1,cap
0612,human,male,albino,3,shadow beard/vr/mohawk dark
0613,human,male,light,2,frumpy hair/chinstrap
0614,human,female,albino,1,headband
0615,human,male,medium,2,wild hair/small shades
0616,human,female,light,3,straight hair blonde/hot lipstick/classic shades
0617,human,male,dark,3,hoodie/normal beard/small shades
0618,human,female,dark,2,clown eyes green/wild hair
0619,human,male,medium,4,front beard/frumpy hair/earring/eye patch
0620,human,female,medium,2,horned rim glasses/straight hair
0621,human,male,medium,5,peak spike/earring/normal beard/smile/eye patch
0622,human,male,dark,4,frumpy hair/earring/horned rim glasses/big beard
0623,human,male,medium,4,fedora/horned rim glasses/normal beard/smile
0624,human,male,dark,3,big shades/earring/crazy hair
0625,human,male,medium,4,stringy hair/cigarette/normal beard black/eye patch
0626,human,male,medium,2,earring/cowboy hat
0627,human,male,albino,1,hoodie
0628,human,female,albino,4,purple eye shadow/stringy hair/purple lipstick/earring
0629,human,male,medium,1,regular shades
0630,human,male,medium,2,handlebars/mohawk thin
0631,human,female,medium,3,big shades/headband/cigarette
0632,human,male,medium,2,clown eyes blue/peak spike
0633,human,male,medium,4,cap/spots/earring/regular shades
0634,human,male,light,2,frumpy hair/big shades
0635,alien,male,,2,bandana/regular shades
0636,human,male,medium,3,chinstrap/classic shades/mohawk
0637,human,female,medium,2,black lipstick/straight hair dark
0638,human,male,medium,4,chinstrap/top hat/smile/vr
0639,human,male,dark,3,peak spike/shadow beard/mole
0640,human,male,light,2,knitted cap/pipe
0641,human,female,light,0,none
0642,human,female,medium,2,pink with hat/purple lipstick
0643,human,male,medium,3,mustache/smile/mohawk
0644,human,male,albino,2,mohawk thin/earring
0645,human,male,light,4,cap/earring/horned rim glasses/goat
0646,human,female,dark,4,green eye shadow/hot lipstick/earring/mohawk dark
0647,human,female,albino,1,bandana
0648,human,male,light,3,peak spike/eye patch/big beard
0649,human,male,medium,4,mustache/earring/pipe/do-rag
0650,human,male,dark,2,messy hair/big beard
0651,human,male,light,1,do-rag
0652,human,male,dark,3,normal beard black/vape/mohawk dark
0653,human,female,medium,2,blue eye shadow/wild blonde
0654,human,female,light,3,wild white hair/clown eyes green/earring
0655,human,male,light,2,chinstrap/mohawk
0656,human,male,light,3,mohawk thin/earring/smile
0657,human,male,medium,4,cigarette/cap/classic shades/mustache
0658,human,female,albino,2,black lipstick/mohawk
0659,human,female,albino,3,mole/tassle hat/gold chain
0660,human,female,dark,4,purple eye shadow/wild hair/purple lipstick/earring
0661,human,male,dark,2,goat/knitted cap
0662,human,male,albino,2,muttonchops/purple hair
0663,human,male,dark,1,frumpy hair
0664,human,female,light,2,tassle hat/horned rim glasses
0665,human,male,medium,3,luxurious beard/clown hair green/regular shades
0666,human,female,light,2,messy hair/purple lipstick
0667,human,female,medium,2,hot lipstick/mohawk dark
0668,human,female,medium,2,clown eyes green/mohawk dark
0669,human,female,medium,2,black lipstick/mohawk thin
0670,human,female,dark,1,mohawk thin
0671,human,female,dark,3,classic shades/half shaved/earring
0672,human,female,light,2,wild blonde/purple lipstick
0673,human,male,medium,2,big shades/mohawk dark
0674,human,male,albino,2,messy hair/nerd glasses
0675,human,female,dark,2,mohawk thin/classic shades
0676,human,male,dark,3,stringy hair/smile/regular shades
0677,human,female,light,3,pipe/bandana/clown eyes blue
0678,human,male,dark,2,earring/do-rag
0679,human,male,medium,3,muttonchops/silver chain/crazy hair
0680,human,male,dark,2,peak spike/front beard dark
0681,human,male,medium,1,vampire hair
0682,human,female,medium,3,vape/black lipstick/straight hair dark
0683,human,female,albino,3,knitted cap/vr/earring
0684,human,female,medium,4,pink with hat/purple lipstick/earring/clown eyes blue
0685,human,male,medium,2,mohawk/regular shades
0686,human,male,medium,5,chinstrap/earring/pipe/smile/shaved head
0687,human,male,light,2,peak spike/muttonchops
0688,human,female,dark,1,clown hair green
0689,human,female,dark,4,mole/black lipstick/mohawk thin/3d glasses
0690,human,male,light,3,messy hair/shadow beard/nerd glasses
0691,human,female,medium,3,messy hair/horned rim glasses/earring
0692,human,male,medium,2,frumpy hair/eye mask
0693,human,male,dark,3,bandana/earring/vr
0694,human,male,light,2,messy hair/earring
0695,human,female,medium,2,tassle hat/blue eye shadow
0696,human,female,light,3,purple eye shadow/mohawk thin/purple lipstick
0697,human,female,dark,2,messy hair/hot lipstick
0698,human,male,light,2,hoodie/regular shades
0699,human,male,dark,1,wild hair
0700,human,male,dark,2,earring/mohawk dark
0701,human,male,light,2,peak spike/goat
0702,human,male,light,2,muttonchops/do-rag
0703,human,male,light,2,peak spike/nerd glasses
0704,human,male,medium,3,cap forward/mustache/smile
0705,human,male,medium,2,horned rim glasses/crazy hair
0706,human,female,medium,1,tiara
0707,human,female,medium,3,straight hair/hot lipstick/rosy cheeks
0708,human,female,dark,2,straight hair/purple lipstick
0709,human,male,dark,3,shadow beard/earring/shaved head
0710,human,male,medium,4,mustache/earring/headband/regular shades
0711,human,male,albino,3,cap/handlebars/small shades
0712,human,female,light,2,straight hair/purple lipstick
0713,human,male,dark,2,peak spike/vr
0714,human,female,medium,4,green eye shadow/half shaved/earring/cigarette
0715,human,male,light,3,mohawk thin/earring/normal beard
0716,human,male,medium,4,earring/smile/do-rag/eye patch
0717,human,female,light,3,green eye shadow/frumpy hair/earring
0718,human,male,medium,2,spots/do-rag
0719,human,female,medium,3,pink with hat/hot lipstick/earring
0720,human,male,albino,2,cap forward/earring
0721,human,female,dark,2,black lipstick/half shaved
0722,human,male,dark,3,normal beard black/big shades/mohawk dark
0723,human,male,medium,2,wild hair/nerd glasses
0724,human,female,light,2,red mohawk/purple eye shadow
0725,human,male,albino,2,cap/normal beard
0726,human,male,medium,4,vape/earring/small shades/mohawk dark
0727,human,female,dark,2,black lipstick/dark hair
0728,human,female,light,3,cap/purple lipstick/earring
0729,human,female,albino,2,purple eye shadow/straight hair
0730,human,male,light,3,bandana/shadow beard/earring
0731,human,male,dark,2,eye mask/shaved head
0732,human,female,light,1,tassle hat
0733,human,female,light,3,classic shades/stringy hair/purple lipstick
0734,human,male,medium,2,nerd glasses/mohawk
0735,human,male,medium,4,earring/nerd glasses/mole/cowboy hat
0736,human,female,medium,4,knitted cap/black lipstick/earring/cigarette
0737,human,female,dark,3,clown eyes green/stringy hair/earring
0738,human,male,medium,1,earring
0739,human,female,medium,1,bandana
0740,human,male,medium,2,shadow beard/mohawk
0741,human,male,dark,0,none
0742,human,male,light,1,bandana
0743,human,male,dark,3,stringy hair/front beard/earring
0744,human,female,light,2,blue eye shadow/tiara
0745,human,male,medium,3,mustache/nerd glasses/knitted cap
0746,human,female,medium,2,medical mask/stringy hair
0747,human,male,medium,2,cap/classic shades
0748,human,male,dark,2,frumpy hair/shadow beard
0749,human,female,dark,2,green eye shadow/dark hair
0750,human,male,dark,3,chinstrap/wild hair/regular shades
0751,human,male,medium,3,cigarette/frumpy hair/classic shades
0752,human,male,medium,1,messy hair
0753,human,female,albino,2,wild hair/purple lipstick
0754,human,male,light,4,shadow beard/earring/nerd glasses/mohawk dark
0755,human,female,albino,6,mole/black lipstick/clown eyes green/earring/blonde bob/cigarette
0756,human,female,albino,2,cap/blue eye shadow
0757,human,female,dark,3,messy hair/purple lipstick/earring
0758,human,female,dark,3,black lipstick/eye patch/cigarette
0759,human,female,dark,2,purple eye shadow/dark hair
0760,human,female,albino,2,black lipstick/frumpy hair
0761,human,female,dark,2,purple lipstick/straight hair dark
0762,human,male,albino,1,purple hair
0763,human,male,medium,1,mohawk
0764,human,male,medium,2,horned rim glasses/headband
0765,human,male,medium,3,hoodie/goat/clown eyes green
0766,human,female,medium,3,black lipstick/horned rim glasses/crazy hair
0767,human,female,light,3,tassle hat/black lipstick/earring
0768,human,male,light,4,cap forward/big shades/muttonchops/earring
0769,human,male,medium,2,silver chain/fedora
0770,human,male,dark,3,luxurious beard/crazy hair/regular shades
0771,human,male,medium,3,stringy hair/shadow beard/vr
0772,human,male,light,2,normal beard black/hoodie
0773,human,female,albino,3,purple eye shadow/straight hair/hot lipstick
0774,human,male,medium,3,shadow beard/earring/do-rag
0775,human,male,medium,2,peak spike/eye patch
0776,human,female,dark,2,tassle hat/purple lipstick
0777,human,male,medium,4,spots/chinstrap/earring/mohawk
0778,human,female,albino,3,blue eye shadow/clown hair green/purple lipstick
0779,human,male,albino,2,cap/eye patch
0780,human,female,dark,2,big shades/wild blonde
0781,human,male,light,4,police cap/front beard dark/earring/regular shades
0782,human,female,light,2,classic shades/blonde bob
0783,human,male,light,2,horned rim glasses/mohawk
0784,human,male,light,4,mohawk thin/silver chain/medical mask/3d glasses
0785,human,male,medium,2,frumpy hair/earring
0786,human,male,light,3,vampire hair/earring/normal beard
0787,human,male,medium,3,cap forward/shadow beard/earring
0788,human,male,light,4,mohawk thin/earring/clown eyes green/mole
0789,human,female,light,1,cap
0790,human,female,light,2,cap/horned rim glasses
0791,human,male,dark,4,shadow beard/earring/small shades/mohawk dark
0792,human,male,light,2,bandana/clown eyes blue
0793,human,male,medium,2,shadow beard/purple hair
0794,human,male,medium,2,clown nose/headband
0795,human,female,medium,3,blue eye shadow/crazy hair/hot lipstick
0796,human,female,light,3,bandana/classic shades/purple lipstick
0797,human,male,medium,2,cigarette/bandana
0798,human,male,dark,1,spots
0799,human,male,light,2,fedora/mole
0800,human,male,light,2,classic shades/crazy hair
0801,human,male,light,2,shaved head/small shades
0802,human,male,albino,2,hoodie/eye patch
0803,human,male,dark,2,messy hair/nerd glasses
0804,human,male,dark,2,messy hair/vape
0805,human,male,light,2,mohawk thin/shadow beard
0806,human,male,medium,2,clown nose/mohawk
0807,human,male,dark,3,cap/handlebars/earring
0808,human,male,light,3,peak spike/shadow beard/earring
0809,human,male,dark,2,earring/shaved head
0810,human,male,light,3,front beard/clown eyes blue/hoodie
0811,human,male,light,3,stringy hair/front beard/earring
0812,human,male,medium,2,clown eyes green/mohawk dark
0813,human,female,light,1,wild white hair
0814,human,male,medium,3,earring/knitted cap/3d glasses
0815,human,female,light,2,blonde bob/cigarette
0816,human,male,albino,2,cap/mole
0817,human,male,dark,2,muttonchops/wild hair
0818,human,female,medium,3,clown eyes green/wild blonde/earring
0819,human,male,light,4,shadow beard/headband/pipe/3d glasses
0820,human,male,medium,2,cigarette/mohawk thin
0821,human,male,medium,2,police cap/big shades
0822,human,female,dark,2,blonde bob/3d glasses
0823,human,male,light,2,front beard/regular shades
0824,human,male,dark,2,beanie/nerd glasses
0825,human,female,light,4,wild hair/purple lipstick/rosy cheeks/earring
0826,human,female,albino,2,messy hair/black lipstick
0827,human,male,light,2,top hat/vr
0828,human,female,light,2,hot lipstick/stringy hair
0829,human,female,light,2,mohawk/hot lipstick
0830,human,female,light,3,hot lipstick/wild blonde/earring
0831,human,female,albino,2,half shaved/purple lipstick
0832,human,female,dark,2,red mohawk/cigarette
0833,human,male,dark,2,shadow beard/crazy hair
0834,human,female,medium,2,straight hair blonde/cigarette
0835,human,female,dark,3,stringy hair/earring/clown eyes blue
0836,human,male,medium,2,front beard dark/knitted cap
0837,human,female,light,2,red mohawk/black lipstick
0838,human,female,light,1,pilot helmet
0839,human,female,albino,3,mole/purple eye shadow/frumpy hair
0840,human,male,dark,3,cigarette/mustache/mohawk dark
0841,human,male,medium,3,earring/goat/mohawk
0842,human,male,medium,3,purple hair/nerd glasses/smile
0843,human,female,light,4,pilot helmet/purple lipstick/earring/cigarette
0844,human,female,dark,2,purple eye shadow/stringy hair
0845,human,female,light,2,clown eyes green/headband
0846,human,male,light,3,earring/headband/small shades
0847,human,male,light,2,clown nose/mohawk thin
0848,human,male,light,3,messy hair/classic shades/mustache
0849,human,male,medium,1,knitted cap
0850,human,male,light,2,bandana/regular shades
0851,human,male,medium,1,top hat
0852,human,male,light,3,classic shades/goat/do-rag
0853,human,male,dark,3,mustache/knitted cap/regular shades
0854,human,male,dark,2,messy hair/earring
0855,human,female,albino,2,bandana/eye patch
0856,human,male,light,2,cap forward/regular shades
0857,human,female,light,3,tassle hat/clown eyes green/purple lipstick
0858,human,female,medium,2,clown eyes green/straight hair blonde
0859,human,male,dark,3,chinstrap/knitted cap/vr
0860,human,male,light,2,normal beard/cowboy hat
0861,human,female,dark,1,straight hair
0862,human,male,dark,4,cigarette/silver chain/mole/cowboy hat
0863,human,female,albino,1,black lipstick
0864,human,male,albino,2,bandana/nerd glasses
0865,human,female,medium,4,purple eye shadow/mohawk thin/hot lipstick/earring
0866,human,female,albino,3,clown eyes green/straight hair/purple lipstick
0867,human,female,albino,4,black lipstick/blonde short/clown eyes blue/cigarette
0868,human,female,light,2,silver chain/frumpy hair
0869,human,male,dark,3,bandana/front beard dark/small shades
0870,human,female,light,1,blonde short
0871,human,male,medium,2,wild hair/regular shades
0872,human,female,medium,3,vape/hot lipstick/wild blonde
0873,human,male,light,3,mustache/eye patch/mohawk dark
0874,human,female,dark,4,regular shades/wild hair/earring/cigarette
0875,human,female,medium,3,wild white hair/regular shades/earring
0876,human,female,dark,2,mole/tassle hat
0877,human,male,light,3,luxurious beard/hoodie/earring
